Unnamed: 0,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa,prcc_f,dvt,Stock Return,Industry
1084,916789,HELEN OF TROY LTD,2009-05-14,6.0,0.0,36.0,20.0,3.0,2.0,4.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,13976.0,834.7330000000003,71.817,0.086035894,24.17,0.0,-58.46090194,Manufacturing
1085,703361,INTEGRATED DEVICE TECHNOLOGY INC,2009-05-20,6.0,1.0,31.0,8.0,4.0,3.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,11078.0,750.945,40.019,0.053291519,6.13,0.0,-25.77487765,Manufacturing
1086,863015,ISLE OF CAPRI CASINOS INC,2009-06-25,1.0,1.0,9.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,4270.0,1674.84,-3.273,-0.0019542170000000003,10.89,0.0,-1.377410468,Services
1087,1094320,"JESUP & LAMONT, INC.",2009-04-15,0.0,0.0,27.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3521.0,31.326,-7.074,-0.22581880899999998,0.45,0.308,99.55555556,"Finance, Insurance, and Real Estate"
1088,57131,LA-Z-BOY INC,2009-06-15,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1358.0,608.818,32.538000000000004,0.053444543,13.04,0.0,-79.60122699,Manufacturing
1089,704051,LEGG MASON INC,2009-05-29,2.0,0.0,26.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,9731.0,8613.711,204.357,0.023724618,28.67,19.001,21.73351936,"Finance, Insurance, and Real Estate"
1090,929351,LIONS GATE ENTERTAINMENT CORP /CN/,2009-06-01,2.0,0.0,20.0,7.0,5.0,3.0,0.0,1.0,0.0,4.0,4.0,10.0,0.0,0.0,10122.0,1704.457,-19.477999999999998,-0.011427686000000001,6.24,0.0,-19.07051282,Services
1091,1058057,MARVELL TECHNOLOGY GROUP LTD,2009-04-01,6.0,1.0,29.0,21.0,17.0,3.0,0.0,2.0,0.0,7.0,14.0,8.0,0.0,0.0,22482.0,5170.94,353.45599999999996,0.06835430299999999,17.43,0.0,-58.17555938,Manufacturing
1092,748270,MEDICAL ACTION INDUSTRIES INC,2009-06-09,4.0,0.0,15.0,15.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13799.0,200.796,16.840999999999998,0.083871193,12.27,0.0,-32.43683782,Manufacturing
1093,724004,MESA LABORATORIES INC /CO,2009-06-29,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,33.639,4.769,0.141769969,25.96,1.3430000000000002,-33.19337442,Manufacturing
1094,65201,MET PRO CORP,2009-04-10,2.0,0.0,11.0,6.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3134.0,104.60799999999999,4.44,0.042444172999999995,9.37,3.504,54.36499466,Manufacturing
1095,1401106,MF Global Ltd.,2009-06-10,3.0,0.0,97.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,13509.0,50966.08,-136.969,-0.002687454,8.07,30.713,332.9987608,"Finance, Insurance, and Real Estate"
1096,820097,MICRONETICS  INC,2009-06-29,6.0,0.0,13.0,7.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,5381.0,26.965,1.148,0.042573707,4.02,0.0,-41.54228856,Manufacturing
1097,67347,MODINE MANUFACTURING CO,2009-06-05,2.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4142.0,840.252,-29.279,-0.034845499,11.24,0.0,-77.75800712,Manufacturing
1098,72573,MOVADO GROUP INC,2009-04-09,2.0,0.0,20.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,11589.0,469.37699999999995,-54.625,-0.11637766699999999,10.93,0.0,-29.73467521,Manufacturing
1099,794367,"Macy's, Inc.",2009-04-01,0.0,2.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,2891.0,21300.0,350.0,0.016431925,15.93,84.0,483.4902699,Retail Trade
1100,110536,NATIONAL TECHNICAL SYSTEMS INC /CA/,2009-04-30,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,110.001,3.305,0.030045181,5.65,0.5660000000000001,-19.18584071,Services
1101,1078075,NETSCOUT SYSTEMS INC,2009-06-01,8.0,0.0,15.0,7.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6585.0,482.601,27.916999999999998,0.057846958,14.79,0.0,-51.58891143,Services
1102,1089590,NEW DRAGON ASIA CORP,2009-04-07,7.0,2.0,17.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,5257.0,72.52199999999998,-11.103,-0.15309837,0.13,1.028,890.7692308,Manufacturing
1103,1000045,NICHOLAS FINANCIAL INC,2009-06-15,1.0,2.0,14.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,10347.0,214.136,10.865,0.050738782999999996,7.57,0.0,-65.38969617,"Finance, Insurance, and Real Estate"
1104,1211351,"New York & Company, Inc.",2009-04-07,0.0,1.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5839.0,436.527,-13.481,-0.030882397000000002,3.6,0.0,-45.0    Retail Trad,e
1105,1108924,OPNET TECHNOLOGIES INC,2009-06-05,0.0,0.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,5011.0,178.352,5.8229999999999995,0.032648919,16.12,7.473,0.142679901,Services
1106,932372,Orange 21 Inc.,2009-04-15,4.0,1.0,12.0,3.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,8262.0,20.671,-3.407,-0.16482028,0.76,0.0,5.263157895,Manufacturing
1107,802356,PARLUX FRAGRANCES INC,2009-05-22,2.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3521.0,114.33200000000001,-14.759,-0.129088969,2.0,0.0,-57,Manufacturing
1108,897893,PEERLESS SYSTEMS CORP,2009-05-01,8.0,0.0,17.0,8.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5881.0,56.38800000000001,7.237999999999999,0.128360644,2.5601,0.0,-29.29963673,Services
1109,900349,PERRY ELLIS INTERNATIONAL INC,2009-04-09,4.0,0.0,22.0,31.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,13535.0,561.316,13.167,0.023457375,16.03,0.0,-76.04491578,Manufacturing
1110,78239,PHILLIPS VAN HEUSEN CORP /DE/,2009-04-01,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.0,2339.679,161.91,0.069201801,39.29,7.811,-31.71035887,Manufacturing
1111,278130,PIER 1 IMPORTS INC/DE,2009-05-04,3.0,0.0,24.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,4625.0,642.974,86.84700000000002,0.13507078,6.11,0.0,-96.56301146,Retail Trade
1112,79958,PRECISION CASTPARTS CORP,2009-05-28,5.0,0.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3718.0,7660.7,921.8,0.12032843,126.71,16.9,-39.38915634,Manufacturing
1113,56868,PRIMEENERGY CORP,2009-04-03,3.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2647.0,217.518,-23.679000000000002,-0.108859956,36.39,0.0,42.75899973,Mining
1114,920527,PSS WORLD MEDICAL INC,2009-05-20,4.0,0.0,20.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,12112.0,872.066,69.363,0.079538705,23.51,0.0,-38.96214377,Wholesale Trade
1115,1036188,QAD INC,2009-04-14,5.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,6885.0,191.174,1.349,0.007056399000000001,5.48,3.11,3.467153285,Services
1116,709283,QUANTUM CORP /DE/,2009-06-30,7.0,0.0,34.0,8.0,11.0,4.0,0.0,0.0,0.0,2.0,6.0,5.0,1.0,0.0,15879.0,504.14300000000003,16.634,0.032994607,2.63,0.0,-74.52471483,Manufacturing
1117,1087423,RED HAT INC,2009-04-29,11.0,0.0,32.0,15.0,2.0,4.0,0.0,0.0,1.0,5.0,5.0,9.0,0.0,0.0,14484.0,1870.872,87.25299999999999,0.046637610999999995,28.05,0.0,-51.1942959,Services
1118,800458,RENTRAK CORP,2009-06-11,0.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8082.0,64.806,0.5760000000000001,0.008888066,21.55,0.0,-58.23665893,Services
1119,744187,REX STORES CORP,2009-04-16,4.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,5644.0,451.505,8.652000000000001,0.019162578,15.1,0.0,-61.58940397,Manufacturing
1120,1294250,"Rand Logistics, Inc.",2009-06-25,3.0,2.0,23.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,0.0,6728.0,147.967,2.7430000000000003,0.018537917,5.1,1.936,-9.098039216,"Transportation, Communications, Electric, Gas, Sanitation"
1121,1019671,SEACHANGE INTERNATIONAL INC,2009-04-14,5.0,0.0,11.0,13.0,2.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,6663.0,267.147,1.3230000000000002,0.00495233,6.47,0.0,-8.500772798,Services
1122,895447,SHOE CARNIVAL INC,2009-04-16,0.0,1.0,9.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6041.0,311.64099999999996,15.165999999999999,0.04866497,18.27,0.0,-57.03338807,Retail Trade
1123,89270,SL INDUSTRIES INC,2009-04-15,5.0,0.0,10.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,4641.0,99.45100000000001,2.9360000000000004,0.029522076,8.38,0.0,5.011933174,Manufacturing
1124,1108320,SMTC CORP,2009-04-06,6.0,0.0,18.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,5885.0,93.60799999999999,-3.595,-0.038404837000000004,0.88,0.0,-38.63636364,Manufacturing
1125,916235,SONIC SOLUTIONS/CA/,2009-06-01,5.0,0.0,20.0,8.0,4.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,10935.0,95.41,-1.213,-0.012713552,9.37,0.0,-87.19316969,Services
1126,877422,SPARTAN STORES INC,2009-06-08,2.0,2.0,10.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7714.0,753.4810000000001,25.558000000000003,0.0339199,14.42,4.4830000000000005,37.95423024,Wholesale Trade
1127,718937,STAAR SURGICAL CO,2009-04-02,4.0,1.0,37.0,24.0,2.0,2.0,0.0,0.0,0.0,5.0,4.0,2.0,7.0,0.0,16302.0,58.681000000000004,-6.2,-0.105656004,3.1,0.0,-23.22580645,Manufacturing
1128,885508,STRATUS PROPERTIES INC,2009-06-24,3.0,0.0,10.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,3883.0,328.59,-5.904,-0.01796768,11.0,0.0,13.27272727,Services
1129,724742,SYMS CORP,2009-05-01,3.0,0.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1958.0,269.079,8.308,0.030875691,9.95,0.0,-45.52763819,"Finance, Insurance, and Real Estate"
1130,1360555,"Stanley, Inc.",2009-05-21,2.0,0.0,19.0,6.0,9.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,8878.0,498.14599999999996,46.283,0.09291051199999999,28.29,0.0,-10.25097207,Services
1131,1293593,"Synutra International, Inc.",2009-06-15,11.0,1.0,38.0,24.0,6.0,4.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,23648.0,349.35699999999997,-24.615,-0.070458013,22.61,0.0,-63.68863335,Manufacturing
1132,741556,TECHNOLOGY RESEARCH CORP,2009-06-18,1.0,0.0,11.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4104.0,33.538000000000004,2.838,0.084620431,4.82,0.495,-55.28838174,Manufacturing
1133,865570,THQ INC,2009-05-26,5.0,0.0,11.0,7.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5105.0,714.329,-9.017000000000001,-0.012623035,7.01,0.0,-56.63338088,Services
1134,1088825,TIVO INC,2009-04-03,9.0,0.0,27.0,14.0,11.0,3.0,1.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,24645.0,309.413,-23.916,-0.077294748,9.02,0.0,-20.28824834,"Transportation, Communications, Electric, Gas, Sanitation"
1135,99106,TRANS LUX CORP,2009-04-15,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1494.0,37.883,-8.795,-0.232162184,0.71,0.0,8.450704225,Manufacturing
1136,1409171,Titan Machinery Inc.,2009-04-16,2.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4457.0,514.812,15.737,0.030568441000000002,11.02,0.0,-7.894736842,Retail Trade
1137,912615,URBAN OUTFITTERS INC,2009-04-01,0.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,2894.0,1636.0929999999994,219.893,0.134401284,31.57,0.0,-50.64935065,Retail Trade
1138,885551,VALENCE TECHNOLOGY INC,2009-06-05,10.0,1.0,29.0,25.0,11.0,1.0,0.0,0.0,0.0,7.0,9.0,8.0,2.0,0.0,18412.0,21.031999999999996,-23.016,-1.094332446,0.85,0.172,170.8235294,Manufacturing
1139,758743,VIDEO DISPLAY CORP,2009-05-29,3.0,0.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5658.0,67.60300000000001,0.94,0.013904708,4.7299,0.0,-57.71580795,Manufacturing
1140,883237,"VIRTUS INVESTMENT PARTNERS, INC.",2009-04-10,5.0,2.0,27.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,7.0,1.0,0.0,8055.0,134.023,-6.484,-0.048379755999999996,15.9,3.76,#NAME?,"nce, and Real Estate"
1141,894237,VISION SCIENCES INC /DE/,2009-06-29,6.0,0.0,15.0,9.0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,7028.0,11.574000000000002,-3.2039999999999997,-0.276827372,2.084,0.0,-64.49136276,Manufacturing
1142,879526,WABASH NATIONAL CORP /DE,2009-04-14,3.0,0.0,8.0,12.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,10031.0,223.77700000000002,-101.765,-0.45476076600000004,1.89,3.32,313.7566138,Manufacturing
1143,1002135,WESTELL TECHNOLOGIES INC,2009-06-15,2.0,1.0,19.0,10.0,4.0,7.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,13136.0,121.834,10.327,0.000121574,1.42,0.0,n/a    Manufacturing,
1144,719955,WILLIAMS SONOMA INC,2009-04-02,16.0,2.0,33.0,4.0,4.0,7.0,0.0,1.0,0.0,1.0,2.0,5.0,3.0,0.0,8371.0,2079.169,77.442,0.037246612000000005,18.98,51.424,212.6659642,Retail Trade
1145,1370450,"Willdan Group, Inc.",2009-04-02,2.0,0.0,21.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,4763.0,40.332,-5.575,-0.13822771,2.38,0.0,-16.38655462,Services
1146,1403794,"ZST Digital Networks, Inc.",2009-04-15,15.0,0.0,31.0,7.0,13.0,4.0,0.0,3.0,0.0,9.0,4.0,3.0,0.0,0.0,18258.0,50.128,10.179,0.20306016600000001,8.76,0.0,#NAME?,
1147,1396279,"hhgregg, Inc.",2009-06-02,0.0,3.0,11.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4482.0,605.919,39.198,0.064691815,25.24,0.0,-43.93819334,Retail Trade
1148,1750,AAR CORP,2009-07-16,2.0,1.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3520.0,1501.0420000000001,44.628,0.029731347,19.7,0.0,-25.38071066,Wholesale Trade
1149,2034,ACETO CORP,2009-09-11,7.0,0.0,13.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4770.0,205.46400000000003,8.629,0.041997625,6.67,4.957,88.86056972,Wholesale Trade
1150,1040470,AEHR TEST SYSTEMS,2009-09-02,4.0,0.0,25.0,13.0,7.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,9414.0,14.474,-0.48100000000000004,-0.033232002000000004,2.34,0.0,-60.25641026,Manufacturing
1151,98618,ALANCO TECHNOLOGIES INC,2009-09-30,2.0,0.0,4.0,1.0,13.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3394.0,26.719,-5.449,-0.203937273,0.4099,0.478,358.160527,"Transportation, Communications, Electric, Gas, Sanitation"
1152,1124804,"ALLSCRIPTS-MISYS HEALTHCARE SOLUTIONS, INC.",2009-07-30,8.0,0.0,19.0,15.0,9.0,1.0,1.0,1.0,0.0,2.0,9.0,11.0,1.0,0.0,11282.0,1094.69,62.87,0.057431784000000013,18.81,0.0,-31.36629452,Services
1153,799850,AMERICAS CARMART INC,2009-07-14,0.0,1.0,13.0,18.0,2.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,8637.0,251.27200000000002,26.799,0.10665334800000001,25.33,0.0,-35.96525859,Retail Trade
1154,945828,AMERITYRE CORP,2009-09-28,2.0,0.0,4.0,21.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,8132.0,2.8710000000000004,-3.6239999999999997,-1.262277952,0.259,0.0,417.3745174,Manufacturing
1155,6284,ANALOGIC CORP,2009-09-29,2.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,3761.0,464.11400000000003,3.705,0.007982952,37.91,5.184,106.7106304,Manufacturing
1156,1275187,ANGIODYNAMICS INC,2009-08-14,3.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,6846.0,423.925,12.312000000000001,0.029042872999999997,14.77,0.0,-16.72308734,Manufacturing
1157,1071941,"ARCADIA RESOURCES, INC",2009-07-14,4.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,5720.0,33.196,-31.086,-0.936438125,0.397,0.0,8.463476071,Services
1158,1100412,ARRAY BIOPHARMA INC,2009-08-18,9.0,0.0,25.0,27.0,19.0,6.0,0.0,1.0,0.0,5.0,5.0,7.0,0.0,0.0,24023.0,95.055,-127.815,-1.344642575,3.14,0.0,49.68152866,Manufacturing
1159,1372813,"Animal Health International, Inc.",2009-09-04,3.0,0.0,16.0,3.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7758.0,318.265,-27.128,-0.085237145,1.55,0.0,301.9354839,Wholesale Trade
1160,749872,BARRY R G CORP /OH/,2009-09-08,4.0,0.0,19.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6534.0,75.083,6.992000000000001,0.09312361,6.5,2.681,72.93846154,Manufacturing
1161,354655,BOLT TECHNOLOGY CORP,2009-09-03,1.0,0.0,10.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,4611.0,70.524,10.501,0.148899665,11.24,0.0,100.8007117,Manufacturing
1162,746598,BRADY CORP,2009-09-28,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3761.0,1583.267,70.122,0.044289434,29.41,35.839,146.5453927,Manufacturing
1163,703351,BRINKER INTERNATIONAL INC,2009-08-24,4.0,1.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3407.0,1948.9470000000001,79.166,0.040619882999999996,17.03,45.159,276.1538462,Retail Trade
1164,899597,BUCKEYE TECHNOLOGIES INC,2009-08-27,0.0,0.0,12.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2303.0,792.3839999999999,-65.388,-0.082520596,4.49,0.0,88.41870824,Manufacturing
1165,16160,CAL MAINE FOODS INC,2009-08-11,1.0,0.0,6.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3302.0,631.284,67.82300000000001,0.10743659,32.37,22.625,45.18072289,"Agriculture, Forestry, And Fishing"
1166,1253710,"CANO PETROLEUM, INC",2009-09-28,5.0,0.0,27.0,12.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,13128.0,264.028,-0.231,-0.000874907,0.95,2.73,1023.157895,Mining
1167,17843,CARPENTER TECHNOLOGY CORP,2009-08-20,8.0,0.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,2925.0,1497.4,47.9,0.031988781,20.81,31.5,261.1244594,Manufacturing
1168,723254,CINTAS CORP,2009-07-30,3.0,1.0,9.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2944.0,3969.736,215.62,0.054315955,26.0,73.96,274.0384615,Services
1169,1116132,COACH INC,2009-08-19,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1835.0,2564.3360000000002,623.369,0.24309177899999998,26.88,23.845,96.14955357,Manufacturing
1170,749038,CONCURRENT COMPUTER CORP/DE,2009-08-28,6.0,0.0,20.0,9.0,3.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,6998.0,57.135,-14.477,-0.25338234,5.7,0.0,-88.07017544,"Finance, Insurance, and Real Estate"
1171,900075,COPART INC,2009-09-29,3.0,0.0,34.0,8.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,6568.0,1058.032,141.10299999999995,0.133363641,35.31,0.0,24.21410365,Wholesale Trade
1172,1067294,"CRACKER BARREL OLD COUNTRY STORE, INC",2009-09-29,4.0,3.0,26.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,4.0,7058.0,1245.181,65.926,0.052944912999999996,28.86,18.131,46.57311157,Retail Trade
1173,895419,CREE INC,2009-08-18,7.0,1.0,23.0,11.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,9263.0,1404.567,30.325,0.021590283999999998,29.4,0.0,-22.41496599,Manufacturing
1174,723603,CULP INC,2009-07-16,4.0,0.0,8.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2991.0,112.598,13.187999999999999,0.117124638,11.94,0.0,-62.31155779,Manufacturing
1175,940944,DARDEN RESTAURANTS INC,2009-07-24,9.0,2.0,21.0,3.0,12.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,5437.0,5247.4,404.5,0.077085795,42.9,140.0,310.6526807,Retail Trade
1176,277375,DELTA NATURAL GAS CO INC,2009-08-31,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1946.0,162.505,5.211,0.032066706,22.52,4.231,34.77353464,"Transportation, Communications, Electric, Gas, Sanitation"
1177,947661,DIEDRICH COFFEE INC,2009-09-22,1.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3786.0,26.928,1.5919999999999999,0.059120618,23.78,0.0,-91.00126156,Wholesale Trade
1178,29644,DONALDSON CO INC,2009-09-25,5.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1348.0,1333.996,131.907,0.098881106,38.01,35.523,112.1362799,Manufacturing
1179,914398,ELECSYS CORP,2009-07-22,2.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1560.0,20.367,-0.674,-0.033092748,4.0,0.0,-9.5,Manufacturing
1180,95052,ELIZABETH ARDEN INC,2009-08-21,2.0,0.0,9.0,2.0,6.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,4432.0,879.087,-6.162999999999999,-0.007010683,8.73,0.0,73.88316151,Manufacturing
1181,32878,ENERGY CONVERSION DEVICES INC,2009-08-27,3.0,0.0,32.0,13.0,10.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,11977.0,1069.178,12.456,0.011650071000000001,14.15,0.0,420.4240283,Manufacturing
1182,1343719,ENERGY XXI (BERMUDA) LTD,2009-09-04,4.0,0.0,63.0,10.0,17.0,2.0,0.0,0.0,1.0,6.0,5.0,7.0,0.0,0.0,14496.0,1328.662,-571.629,-0.430229058,0.5165,2.1790000000000003,1661.665053,Mining
1183,1001250,ESTEE LAUDER COMPANIES INC,2009-08-19,3.0,0.0,24.0,15.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,11238.0,5176.6,218.4,0.042189854000000006,32.67,108.5,374.2883379,Manufacturing
1184,1006655,EVOLUTION PETROLEUM CORP,2009-09-25,10.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,6497.0,37.829,-2.602,-0.068783209,2.6,0.0,134.6153846,Mining
1185,922358,FERRELLGAS PARTNERS L P,2009-09-28,0.0,0.0,35.0,9.0,6.0,6.0,0.0,0.0,1.0,9.0,4.0,4.0,0.0,0.0,17226.0,1404.977,52.571999999999996,0.001523245,18.37,132.58100000000002,695689.8869,Retail Trade
1186,1017907,FIRST ACCEPTANCE CORP /DE/,2009-09-14,1.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5091.0,358.95599999999996,-68.3,-0.190274017,2.13,0.0,50.23474178,"Finance, Insurance, and Real Estate"
1187,1262279,FIRST MARBLEHEAD CORP,2009-09-03,7.0,1.0,21.0,5.0,4.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,14280.0,821.33,-363.02,-0.44199043,2.02,0.0,27.22772277,"Finance, Insurance, and Real Estate"
1188,37472,FLEXSTEEL INDUSTRIES INC,2009-08-26,1.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1925.0,150.971,-1.5090000000000001,-0.009995297,8.38,2.367,62.49403341,Manufacturing
1189,39047,FRISCHS RESTAURANTS INC,2009-07-31,5.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,8921.0,189.253,9.999,0.052834037,20.95,2.604,48.46778043,Retail Trade
