,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,cik,company_name,date,at,ni,roa
6967,6.0,2.0,48.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,6372.0,811589,FIRST BANCORP/NC,2016-03-14,3614.862,27.509,0.007609972
6968,17.0,5.0,120.0,4.0,9.0,1.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,0.0,35108.0,1057706,FIRST BANCORP P R,2016-03-14,11922.455,93.229,0.007819614
6969,4.0,1.0,20.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3864.0,947559,FIRST BANCSHARES INC/MS,2016-03-30,1277.367,10.119,0.007921764
6970,12.0,3.0,53.0,3.0,11.0,2.0,0.0,0.0,1.0,1.0,6.0,2.0,2.0,0.0,8780.0,314489,FIRST BUSEY CORP,2016-03-08,5425.17,49.693999999999996,0.009159897
6971,9.0,0.0,65.0,6.0,3.0,3.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,9251.0,1521951,FIRST BUSINESS FINL SRV INC,2016-03-11,1780.6989999999998,14.909,0.008372555
6972,1.0,5.0,108.0,6.0,2.0,1.0,0.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,22316.0,1070296,FIRST CAPITAL INC,2016-03-29,743.658,6.864,0.009230049
6973,6.0,2.0,32.0,25.0,4.0,3.0,0.0,2.0,0.0,7.0,11.0,4.0,0.0,2.0,22037.0,840489,FIRSTCASH INC,2016-02-17,2145.203,60.126999999999995,0.028028583
6974,0.0,1.0,18.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,3837.0,712537,FIRST COMMONWLTH FINL CP/PA,2016-02-29,6684.018,59.59,0.008915296
6975,4.0,2.0,107.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,16225.0,859070,FIRST CMNTY BANCSHARES INC,2016-03-04,2386.3979999999997,25.125999999999998,0.010528839
6976,9.0,1.0,116.0,11.0,6.0,5.0,0.0,1.0,2.0,6.0,7.0,9.0,1.0,1.0,21615.0,932781,FIRST COMMUNITY CORP/SC,2016-03-16,914.793,6.682,0.007304385
6977,2.0,1.0,47.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,18027.0,883980,FIRST DATA CORP,2016-02-25,40292.0,420.0,0.010423905
6978,3.0,3.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3539.0,946647,PREMIER FINANCIAL CORP,2016-02-29,2477.597,28.843000000000004,0.011641522
6980,7.0,5.0,82.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,0.0,14735.0,708955,FIRST FINL BANCORP INC/OH,2016-02-23,8437.966999999999,88.52600000000001,0.01049139
6981,5.0,1.0,91.0,10.0,7.0,4.0,0.0,0.0,0.0,5.0,6.0,6.0,1.0,0.0,19470.0,36029,FIRST FINL BANKSHARES INC,2016-02-19,6809.931,104.774,0.015385471999999999
6982,8.0,1.0,130.0,2.0,7.0,3.0,0.0,0.0,0.0,3.0,8.0,3.0,3.0,0.0,13815.0,714562,FIRST FINANCIAL CORP/IN,2016-03-09,2988.527,38.413000000000004,0.012853489
6983,10.0,0.0,161.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,3.0,0.0,13202.0,36966,FIRST HORIZON NATIONAL CORP,2016-02-25,28555.231,227.046,0.007951118
6984,4.0,7.0,52.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,0.0,16002.0,860413,FIRST INTERSTATE BANCSYSTEM,2016-03-01,9063.895,95.63600000000001,0.010551314
6986,4.0,1.0,46.0,2.0,6.0,1.0,0.0,0.0,0.0,5.0,3.0,6.0,1.0,0.0,13906.0,712534,FIRST MERCHANTS CORP,2016-02-29,7211.611,81.051,0.011238959
6987,1.0,2.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2810.0,700565,FIRST MID BANCSHARES INC,2016-03-04,2884.535,21.84,0.007571411
6988,14.0,3.0,95.0,7.0,7.0,3.0,0.0,0.0,0.0,7.0,7.0,5.0,3.0,1.0,16882.0,702325,FIRST MIDWEST BANCORP INC,2016-02-23,11422.555,92.34899999999999,0.008084794000000001
6993,2.0,0.0,57.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3363.0,740663,FIRST LONG ISLAND CORP,2016-03-15,3510.32,30.88,0.008796919
6994,7.0,0.0,70.0,11.0,13.0,3.0,0.0,2.0,0.0,4.0,5.0,7.0,0.0,0.0,19683.0,1254595,FIRST POTOMAC REALTY TRUST,2016-02-22,1260.247,-1.067,-0.0008466589999999999
6996,20.0,0.0,70.0,28.0,10.0,1.0,0.0,1.0,0.0,5.0,7.0,11.0,0.0,0.0,32067.0,1274494,FIRST SOLAR INC,2016-02-24,6867.213000000001,-357.964,-0.052126532
6997,16.0,0.0,61.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,15.0,0.0,0.0,13553.0,1031296,FIRSTENERGY CORP,2016-02-16,43148.0,-6177.0,-0.143158431
6999,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3781.0,798354,FISERV INC,2016-02-19,9743.0,930.0,0.095453146
7000,13.0,1.0,43.0,10.0,14.0,6.0,0.0,0.0,0.0,6.0,7.0,12.0,1.0,0.0,18408.0,1447599,FITBIT INC,2016-02-29,1820.226,-102.777,-0.056463868
7001,3.0,2.0,17.0,7.0,11.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,2.0,8957.0,1177609,FIVE BELOW INC,2016-03-24,500.536,71.84,0.14352614
7002,10.0,0.0,32.0,4.0,9.0,1.0,0.0,1.0,0.0,3.0,3.0,12.0,0.0,0.0,19083.0,1175505,FIVE PRIME THERAPEUTICS INC,2016-03-11,448.281,-65.697,-0.14655316599999998
7003,3.0,1.0,19.0,11.0,4.0,0.0,0.0,1.0,0.0,5.0,5.0,7.0,5.0,0.0,9806.0,1159281,FIVE STAR SENIOR LIVING INC,2016-03-02,509.73400000000004,-21.813000000000002,-0.042792908
7004,1.0,2.0,38.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,7971.0,1033012,FLAGSTAR BANCORP INC,2016-03-14,14053.0,171.0,0.01216822
7005,5.0,0.0,21.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,9101.0,1012477,AVADEL PHARMACEUTICALS -ADR,2016-03-15,245.482,-41.276,-0.168142674
7006,4.0,0.0,42.0,10.0,5.0,1.0,2.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,23623.0,1175454,FLEETCOR TECHNOLOGIES INC,2016-02-29,9626.732,452.385,0.046992583
7007,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2164.0,1069394,FLEXIBLE SOLUTIONS INTL INC,2016-03-29,15.158,1.7930000000000001,0.118287373
7008,7.0,0.0,18.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4998.0,354908,FLIR SYSTEMS INC,2016-02-26,2619.706,166.62599999999998,0.063604847
7010,6.0,0.0,31.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,11645.0,928054,FLOTEK INDUSTRIES INC,2016-01-27,386.588,-49.13,-0.1270862
7011,5.0,0.0,14.0,13.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,10545.0,1128928,FLOWERS FOODS INC,2016-02-24,2761.0679999999998,163.776,0.059316178
7012,9.0,0.0,28.0,23.0,13.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,13915.0,30625,FLOWSERVE CORP,2016-02-18,4708.923,132.455,0.028128512999999997
7013,11.0,1.0,27.0,10.0,17.0,5.0,1.0,2.0,0.0,5.0,4.0,4.0,1.0,0.0,18221.0,1162194,FLUIDIGM CORP,2016-02-29,306.395,-75.985,-0.24799686699999998
7014,12.0,0.0,55.0,19.0,12.0,1.0,2.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,19421.0,1124198,FLUOR CORP,2016-02-18,9216.417,281.401,0.030532581
7016,4.0,5.0,19.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,1.0,6941.0,923139,FLUSHING FINANCIAL CORP,2016-03-15,6058.486999999999,64.916,0.010714886000000002
7017,1.0,0.0,23.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2970.0,37785,FMC CORP,2016-02-26,6139.3,209.1,0.034059257999999995
7020,6.0,2.0,76.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,8831.0,37808,F N B CORP/FL,2016-02-26,21844.817000000003,170.891,0.007822954
7021,5.0,3.0,33.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,5203.0,850209,FOOT LOCKER INC,2016-03-24,3840.0,664.0,0.172916667
7022,1.0,1.0,27.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,6511.0,37996,FORD MOTOR CO,2016-02-11,237951.0,4596.0,0.019314901000000002
7024,5.0,0.0,19.0,12.0,24.0,3.0,1.0,2.0,0.0,8.0,16.0,9.0,0.0,0.0,16130.0,1039399,FORMFACTOR INC,2016-03-04,618.982,-6.557,-0.0105932
7025,3.0,0.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.0,1023313,FORRESTER RESEARCH INC,2016-03-11,335.785,17.651,0.052566374000000006
7026,8.0,0.0,47.0,3.0,12.0,2.0,1.0,2.0,0.0,2.0,8.0,6.0,1.0,0.0,16981.0,1262039,FORTINET INC,2016-02-26,2139.9410000000003,32.187,0.015041068999999999
7027,5.0,0.0,23.0,1.0,10.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,11238.0,1401257,FORUM ENERGY TECH INC,2016-02-29,1835.192,-81.978,-0.044669985
7028,1.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,4232.0,912728,FORWARD AIR CORP,2016-02-19,641.2909999999999,27.67,0.04314733900000001
7029,7.0,0.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7618.0,352825,FOSTER (LB) CO,2016-03-01,393.023,-141.66,-0.360436921
7031,7.0,0.0,25.0,10.0,7.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,12396.0,1424929,FOX FACTORY HOLDING CP,2016-02-29,335.6,35.675,0.106302145
7032,3.0,0.0,17.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2628.0,38725,FRANKLIN ELECTRIC CO INC,2016-03-02,1039.905,78.745,0.075723263
7034,2.0,2.0,12.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,5827.0,1031316,FRANKLIN STREET PROPERTIES,2016-02-16,2088.133,8.378,0.004012197
7035,12.0,0.0,74.0,23.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,36185.0,831259,FREEPORT-MCMORAN INC,2016-02-26,37317.0,-4154.0,-0.11131655800000001
7036,2.0,0.0,16.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4997.0,1047340,FRESH DEL MONTE PRODUCE INC,2016-02-23,2653.3,225.1,0.084837749
7037,4.0,0.0,18.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,7241.0,20520,FRONTIER COMMUNICATIONS CORP,2016-02-25,29013.0,-373.0,-0.012856306000000001
7039,5.0,3.0,58.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,9191.0,1530249,FS BANCORP INC,2016-03-25,827.926,10.499,0.012681085
7042,10.0,1.0,86.0,3.0,5.0,5.0,0.0,2.0,0.0,6.0,5.0,6.0,5.0,0.0,27276.0,1422183,FS KKR CAPITAL CORP,2016-02-29,4110.071,294.291,0.071602413
7046,7.0,0.0,34.0,7.0,11.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,14645.0,1575360,GUE LIQ COS INC,2016-03-11,962.314,-83.191,-0.086448914
7048,1.0,0.0,25.0,3.0,5.0,1.0,0.0,4.0,0.0,2.0,5.0,3.0,2.0,0.0,9632.0,887936,FTI CONSULTING INC,2016-02-25,2225.368,85.52,0.038429599
7050,1.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2539.0,846913,FUEL TECH INC,2016-03-24,57.788000000000004,-17.387999999999998,-0.300892919
7051,8.0,0.0,31.0,15.0,10.0,0.0,0.0,1.0,0.0,3.0,4.0,8.0,0.0,0.0,24590.0,886128,FUELCELL ENERGY INC,2016-01-08,342.13699999999994,-50.957,-0.148937414
7052,9.0,1.0,42.0,13.0,11.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,1.0,0.0,19705.0,891482,FULL HOUSE RESORTS INC,2016-03-30,177.248,-5.093999999999999,-0.028739393
7053,3.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2359.0,39368,FULLER (H. B.) CO,2016-01-27,2058.254,124.12799999999999,0.060307426
7054,7.0,2.0,104.0,4.0,3.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,17649.0,700564,FULTON FINANCIAL CORP,2016-02-26,18944.247,161.625,0.008531614
7057,7.0,0.0,114.0,10.0,7.0,1.0,0.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,21429.0,1499912,GLOBAL BROKERAGE INC,2016-03-11,1039.024,70.643,0.067989767
7058,13.0,0.0,25.0,23.0,15.0,5.0,1.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,18360.0,1326801,FACEBOOK INC,2016-01-28,64961.0,10217.0,0.157278983
7060,5.0,0.0,54.0,9.0,6.0,0.0,0.0,1.0,0.0,8.0,6.0,7.0,0.0,0.0,20003.0,1591670,FARMLAND PARTNERS INC,2016-03-15,655.529,4.302,0.006562639
7072,8.0,1.0,40.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,11367.0,923603,FELCOR LODGING TRUST INC,2016-02-26,1707.092,3.498,0.002049099
7073,22.0,0.0,52.0,19.0,16.0,3.0,1.0,0.0,0.0,4.0,19.0,6.0,0.0,0.0,31377.0,357097,FIBROCELL SCIENCE INC,2016-03-10,19.582,-15.292,-0.780921254
7074,4.0,2.0,31.0,10.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,13025.0,1331875,FIDELITY NATL FINL FNF GROUP,2016-02-23,14463.0,650.0,0.044942265999999995
7075,4.0,0.0,46.0,1.0,10.0,5.0,4.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,10637.0,1136893,FIDELITY NATIONAL INFO SVCS,2016-02-26,26031.0,568.0,0.021820138
7076,1.0,3.0,16.0,37.0,7.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,14439.0,1534992,FIESTA RESTAURANT GROUP INC,2016-02-24,441.565,16.712,0.037847202999999996
7077,13.0,0.0,68.0,3.0,7.0,8.0,0.0,1.0,0.0,9.0,6.0,7.0,4.0,1.0,18877.0,1611988,FIFTH STREET ASSET MGMT INC,2016-03-18,178.799,-1.531,-0.008562688
7078,2.0,0.0,36.0,10.0,3.0,0.0,0.0,0.0,0.0,15.0,11.0,1.0,0.0,0.0,17489.0,1614818,CARDCONNECT CORP,2016-01-26,167.84900000000002,-16.144000000000002,-0.09618168699999999
7079,5.0,0.0,43.0,23.0,31.0,4.0,0.0,1.0,0.0,5.0,8.0,7.0,1.0,0.0,23798.0,1430592,FINANCIAL ENGINES INC,2016-02-19,840.1360000000001,28.56,0.033994496
7080,15.0,0.0,52.0,13.0,25.0,5.0,0.0,0.0,0.0,8.0,5.0,9.0,0.0,1.0,21504.0,1370880,FIREEYE INC,2016-02-26,2382.965,-480.129,-0.201483866
7081,1.0,0.0,21.0,3.0,5.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,5130.0,1472787,FIRST AMERICAN FINANCIAL CP,2016-02-19,8831.777,342.99300000000005,0.038836239
7083,8.0,1.0,46.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,7828.0,765207,FIRST BANCORP INC/ME,2016-03-11,1712.875,18.009,0.010513902
7084,6.0,2.0,31.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,7332.0,1469134,FIRST CMNTY FINL PARTNERS,2016-03-14,1268.21,11.107000000000001,0.008758013
7085,2.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2628.0,1511198,FIRST CONNECTICUT BANCORP,2016-03-11,2837.555,15.215,0.005362011
7086,5.0,4.0,52.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,4.0,0.0,8840.0,1401564,FIRST FINANCIAL NORTHWEST,2016-03-10,1037.5839999999998,8.892000000000001,0.008569909
7087,10.0,0.0,109.0,8.0,6.0,3.0,0.0,0.0,0.0,4.0,7.0,8.0,3.0,0.0,25029.0,1413837,FIRST FOUNDATION INC,2016-03-15,3975.403,23.303,0.005861796
7088,3.0,1.0,96.0,10.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,0.0,22115.0,1408534,FIRST GUARANTY BANCSHARES,2016-03-28,1500.9460000000001,14.093,0.009389412
7089,5.0,1.0,36.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,6955.0,1562463,FIRST INTERNET BANCORP,2016-03-10,1854.335,12.074000000000002,0.006511229
7092,15.0,3.0,150.0,12.0,11.0,1.0,0.0,1.0,0.0,23.0,12.0,8.0,4.0,0.0,40544.0,1547546,HUNT COS FINANCE TRUST INC,2016-03-23,2299.601,-10.427,-0.004534265
7093,14.0,0.0,36.0,22.0,12.0,5.0,0.0,1.0,0.0,5.0,8.0,10.0,0.0,0.0,26174.0,1288847,FIVE9 INC,2016-03-03,105.23899999999999,-11.86,-0.112695864
7098,2.0,0.0,30.0,6.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,7247.0,1397047,FLEXSHOPPER INC,2016-03-30,29.156,-12.254000000000001,-0.42029084899999997
7099,8.0,0.0,48.0,41.0,18.0,0.0,0.0,2.0,2.0,14.0,14.0,12.0,0.0,0.0,41166.0,1419600,FLEXION THERAPEUTICS INC,2016-03-11,226.262,-71.89399999999999,-0.31774668300000003
7100,6.0,4.0,23.0,10.0,12.0,3.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,0.0,17614.0,1627487,FOGO DE CHAO INC,2016-03-30,522.395,24.436999999999998,0.046778779000000006
7102,14.0,1.0,43.0,16.0,11.0,1.0,0.0,1.0,0.0,25.0,12.0,8.0,0.0,0.0,39597.0,1540729,FORESIGHT ENERGY LP,2016-03-15,1689.011,-178.78900000000002,-0.10585425400000001
7103,3.0,0.0,44.0,3.0,18.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,8.0,0.0,16953.0,1647509,FOREST CITY REALTY TRUST INC,2016-02-23,8228.597,-158.40200000000002,-0.019250183
7104,2.0,1.0,20.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6657.0,1406587,FORESTAR GROUP INC,2016-03-04,733.2080000000001,61.662,0.08409891900000001
7105,10.0,0.0,33.0,3.0,14.0,1.0,0.0,2.0,0.0,5.0,4.0,4.0,0.0,0.0,16730.0,1429260,FORTRESS BIOTECH INC,2016-03-15,170.731,-55.095,-0.322700623
7106,17.0,0.0,130.0,10.0,9.0,8.0,0.0,1.0,1.0,17.0,11.0,9.0,1.0,0.0,37893.0,1380393,FORTRESS INVESTMENT GRP LLC,2016-02-25,2201.374,94.44200000000001,0.042901388
7107,6.0,1.0,19.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3666.0,1519751,FORTUNE BRANDS HOME & SECUR,2016-02-25,5128.5,413.2,0.080569367
7108,15.0,1.0,22.0,8.0,11.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,9228.0,883569,FOSSIL GROUP INC,2016-02-29,2186.897,78.868,0.036063884
7110,15.0,0.0,57.0,131.0,22.0,4.0,0.0,3.0,1.0,25.0,11.0,15.0,0.0,0.0,57219.0,1488613,FOUNDATION MEDICINE INC,2016-03-01,214.035,-113.19200000000001,-0.528848086
7111,8.0,0.0,33.0,18.0,9.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,19688.0,1650132,FOUR CORNERS PROPERTY TR INC,2016-03-22,937.1510000000001,156.809,0.167325223
7113,4.0,1.0,23.0,24.0,13.0,7.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,13977.0,1399935,FRANCESCAS HOLDINGS CORP,2016-03-25,189.593,42.001000000000005,0.22153244100000002
7114,4.0,0.0,29.0,17.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,7.0,0.0,1.0,17306.0,1575828,FRANK'S INTL NV,2016-02-29,1588.0610000000001,-135.338,-0.08522216699999999
7115,6.0,0.0,63.0,3.0,13.0,2.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,1.0,12073.0,1407067,FRANKLIN FINL NETWORK INC,2016-03-15,2943.1890000000003,28.057,0.009532856999999999
7117,1.0,0.0,26.0,7.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5981.0,1320854,FREIGHTCAR AMERICA INC,2016-03-04,339.255,12.324000000000002,0.036326657000000005
7119,1.0,0.0,17.0,4.0,8.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,10660.0,1611647,FRESHPET INC,2016-03-14,126.45100000000001,-3.161,-0.024997825
7123,2.0,0.0,22.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,6908.0,1337298,FUTUREFUEL CORP,2016-03-10,529.043,56.341,0.106496069
7124,13.0,0.0,32.0,24.0,5.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,17362.0,821002,G-III APPAREL GROUP LTD,2016-03-29,1851.944,51.938,0.028045123999999998
7125,3.0,0.0,10.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3576.0,1089872,GAIA INC,2016-03-15,107.196,87.066,0.812213142
7126,5.0,0.0,126.0,12.0,9.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,22023.0,1444363,GAIN CAPITAL HOLDINGS INC,2016-03-17,1430.0839999999998,35.272,0.024664285
7127,7.0,0.0,24.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,9878.0,1133416,GALECTIN THERAPEUTICS INC,2016-03-15,15.795,-21.436,-1.357138335
7128,8.0,0.0,71.0,10.0,5.0,2.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,11236.0,354190,ARTHUR J GALLAGHER & CO,2016-02-10,11489.6,414.4,0.036067400000000006
7129,7.0,1.0,15.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,4619.0,39911,GAP INC,2016-03-21,7610.0,676.0,0.088830486
7130,9.0,0.0,23.0,21.0,7.0,4.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,15961.0,1121788,GARMIN LTD,2016-02-17,4525.133,510.814,0.112883754
7131,4.0,0.0,16.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,6095.0,749251,GARTNER INC,2016-02-24,2367.335,193.582,0.081772119
7132,2.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5390.0,40211,GATX CORP,2016-02-24,7105.4,257.1,0.036183747999999995
7134,5.0,0.0,35.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,9216.0,1644440,GCP APPLIED TECHNOLOGIES INC,2016-03-30,1089.8,72.8,0.066801248
7135,2.0,0.0,18.0,2.0,12.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6051.0,1474735,GENERAC HOLDINGS INC,2016-02-26,1861.684,98.788,0.053063785
7136,6.0,0.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,1.0,8545.0,886035,GENERAL CABLE CORP/DE,2016-02-29,2241.6,-93.8,-0.041845111000000004
7137,1.0,0.0,21.0,3.0,4.0,0.0,6.0,0.0,0.0,3.0,4.0,8.0,0.0,0.0,7549.0,808461,GCI LIBERTY INC,2016-03-03,5998.0,762.0,0.127042347
7138,5.0,0.0,16.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2531.0,40533,GENERAL DYNAMICS CORP,2016-02-08,32872.0,2955.0,0.089894135
7139,7.0,0.0,17.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8281.0,18498,GENESCO INC,2016-03-30,1448.906,97.431,0.067244528
7140,2.0,0.0,47.0,11.0,6.0,1.0,0.0,0.0,0.0,1.0,7.0,5.0,1.0,0.0,19929.0,1012620,GENESEE & WYOMING INC  -CL A,2016-02-29,7634.9580000000005,141.137,0.007539806
7141,4.0,0.0,18.0,6.0,5.0,2.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,0.0,13607.0,1022321,GENESIS ENERGY  -LP,2016-02-26,5702.592,113.249,0.0055780840000000005
7142,6.0,0.0,38.0,6.0,16.0,1.0,0.0,1.0,0.0,5.0,6.0,13.0,0.0,0.0,17380.0,1457612,GENOCEA BIOSCIENCES INC,2016-02-17,69.896,-49.573,-0.7092394409999999
7143,4.0,0.0,30.0,9.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,14052.0,1131324,GENOMIC HEALTH INC,2016-03-09,201.114,-13.919,-0.06920950299999999
7147,8.0,0.0,14.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3669.0,355811,GENTEX CORP,2016-02-23,2309.62,347.591,0.150497051
7148,7.0,0.0,37.0,12.0,11.0,6.0,0.0,0.0,0.0,4.0,7.0,0.0,2.0,0.0,15463.0,903129,GENTHERM INC,2016-02-25,843.03,76.598,0.090860349
7149,5.0,3.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5700.0,40987,GENUINE PARTS CO,2016-02-26,8859.4,687.24,0.077571845
7150,11.0,0.0,32.0,28.0,12.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,0.0,0.0,29298.0,934473,GENVEC INC,2016-03-09,7.707000000000001,-5.787000000000001,-0.750875827
7151,13.0,13.0,346.0,36.0,45.0,2.0,2.0,6.0,1.0,13.0,17.0,34.0,2.0,8.0,58519.0,1276520,GENWORTH FINANCIAL INC,2016-02-26,104658.0,-277.0,-0.002646716
7152,2.0,0.0,33.0,5.0,13.0,2.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,15249.0,923796,GEO GROUP INC,2016-02-26,3749.409,148.715,0.039663584
